member_name_original,member_name_normalized,member_name_display,party,matched,match_type,confidence,matched_candidate_name_original,matched_candidate_name_normalized,matched_candidate_name_display,election_year,election_file,notes
"Bice, Stephanie I.",stephanie i bice,Stephanie I Bice,Republican,yes,fuzzy,93,Stephanie Bice,stephanie bice,Stephanie Bice,2020,congressional_elections_2020.csv,
"Lynch, Stephen F.",stephen f lynch,Stephen F Lynch,Democratic,yes,fuzzy,93,Stephen Lynch,stephen lynch,Stephen Lynch,2001,congressional_elections_2001.csv,
"Palazzo, Steven M.",steven m palazzo,Steven M Palazzo,Republican,yes,fuzzy,93,Steven Palazzo,steven palazzo,Steven Palazzo,2010,congressional_elections_2010.csv,
"Collins, Susan M.",susan m collins,Susan M Collins,Republican,yes,fuzzy,93,Susan Collins,susan collins,Susan Collins,1996,congressional_elections_1996.csv,
"DelBene, Suzan K.",suzan k delbene,Suzan K Delbene,Democratic,yes,fuzzy,93,Suzan DelBene,suzan delbene,Suzan Delbene,2010,congressional_elections_2010.csv,
"Kosmas, Suzanne M.",suzanne m kosmas,Suzanne M Kosmas,Democratic,yes,fuzzy,93,Suzanne Kosmas,suzanne kosmas,Suzanne Kosmas,2008,congressional_elections_2008.csv,
"Garcia, Sylvia R.",sylvia r garcia,Sylvia R Garcia,Democratic,yes,fuzzy,93,Sylvia Garcia,sylvia garcia,Sylvia Garcia,2018,congressional_elections_2018.csv,
"Daschle, Thomas A.",thomas a daschle,Thomas A Daschle,Democratic,yes,fuzzy,93,Thomas Daschle,thomas daschle,Thomas Daschle,1992,congressional_elections_1992.csv,
"Daschle, Thomas A.",thomas a daschle,Thomas A Daschle,Democratic,yes,fuzzy,93,Thomas Daschle,thomas daschle,Thomas Daschle,1992,congressional_elections_1992.csv,
"Andrews, Thomas H.",thomas h andrews,Thomas H Andrews,Democratic,yes,fuzzy,93,Thomas Andrews,thomas andrews,Thomas Andrews,1992,congressional_elections_1992.csv,
"Downey, Thomas J.",thomas j downey,Thomas J Downey,Democratic,yes,fuzzy,93,Thomas Downey,thomas downey,Thomas Downey,1992,congressional_elections_1992.csv,
"Manton, Thomas J.",thomas j manton,Thomas J Manton,Democratic,yes,fuzzy,93,Thomas Manton,thomas manton,Thomas Manton,1992,congressional_elections_1992.csv,
"Suozzi, Thomas R.",thomas r suozzi,Thomas R Suozzi,Democratic,yes,fuzzy,93,Thomas Suozzi,thomas suozzi,Thomas Suozzi,2016,congressional_elections_2016.csv,
"Hutchinson, Tim",tim hutchinson,Tim Hutchinson,Republican,yes,fuzzy,93,Y. Tim Hutchinson,y tim hutchinson,Y Tim Hutchinson,1992,congressional_elections_1992.csv,
"Hutchinson, Tim",tim hutchinson,Tim Hutchinson,Republican,yes,fuzzy,93,Y. Tim Hutchinson,y tim hutchinson,Y Tim Hutchinson,1992,congressional_elections_1992.csv,
"Penny, Timothy J.",timothy j penny,Timothy J Penny,Democratic,yes,fuzzy,93,Timothy Penny,timothy penny,Timothy Penny,1992,congressional_elections_1992.csv,
"Robinson, Tommy F.",tommy f robinson,Tommy F Robinson,Republican,yes,fuzzy,93,Tommy Robinson,tommy robinson,Tommy Robinson,2002,congressional_elections_2002.csv,
"Frazer, Victor O.",victor o frazer,Victor O Frazer,Independent,yes,fuzzy,93,Victor Frazer,victor frazer,Victor Frazer,1992,congressional_elections_1992.csv,
"Mondale, Walter F.",walter f mondale,Walter F Mondale,Democratic,yes,fuzzy,93,Walter Mondale,walter mondale,Walter Mondale,2002,congressional_elections_2002.csv,
"Tucker, Walter R., III",walter r tucker,Walter R Tucker,Democratic,yes,fuzzy,93,Walter Tucker III,walter tucker,Walter Tucker,1992,congressional_elections_1992.csv,
"Frist, William H.",william h frist,William H Frist,Republican,yes,fuzzy,93,William Frist,william frist,William Frist,1994,congressional_elections_1994.csv,
"Coyne, William J.",william j coyne,William J Coyne,Democratic,yes,fuzzy,93,William Coyne,william coyne,William Coyne,1992,congressional_elections_1992.csv,
"Hughes, William J.",william j hughes,William J Hughes,Democratic,yes,fuzzy,93,"William Hughes, Sr.",william hughes,William Hughes,1992,congressional_elections_1992.csv,
"Thomas, William M.",william m thomas,William M Thomas,Republican,yes,fuzzy,93,William Thomas,william thomas,William Thomas,1992,congressional_elections_1992.csv,
"Clarke, Yvette D.",yvette d clarke,Yvette D Clarke,Democratic,yes,fuzzy,93,Yvette Clarke,yvette clarke,Yvette Clarke,2006,congressional_elections_2006.csv,
"Schiff, Adam B.",adam b schiff,Adam B Schiff,Democratic,yes,fuzzy,92,Adam Schiff,adam schiff,Adam Schiff,2000,congressional_elections_2000.csv,
"Schiff, Adam B.",adam b schiff,Adam B Schiff,Democratic,yes,fuzzy,92,Adam Schiff,adam schiff,Adam Schiff,2000,congressional_elections_2000.csv,
"Putnam, Adam H.",adam h putnam,Adam H Putnam,Republican,yes,fuzzy,92,Adam Putnam,adam putnam,Adam Putnam,2000,congressional_elections_2000.csv,
"Houghton, Amo",amo houghton,Amo Houghton,Republican,yes,fuzzy,92,"Amory Houghton, Jr.",amory houghton,Amory Houghton,1992,congressional_elections_1992.csv,
"Clyde, Andrew S.",andrew s clyde,Andrew S Clyde,Republican,yes,fuzzy,92,Andrew Clyde,andrew clyde,Andrew Clyde,2020,congressional_elections_2020.csv,
"Northup, Anne M.",anne m northup,Anne M Northup,Republican,yes,fuzzy,92,Anne Northup,anne northup,Anne Northup,1996,congressional_elections_1996.csv,
"Moore, Blake D.",blake d moore,Blake D Moore,Republican,yes,fuzzy,92,Blake Moore,blake moore,Blake Moore,2022,congressional_elections_2022.csv,
"Kerns, Brian D.",brian d kerns,Brian D Kerns,Republican,yes,fuzzy,92,Brian Kerns,brian kerns,Brian Kerns,2000,congressional_elections_2000.csv,
"Vento, Bruce F.",bruce f vento,Bruce F Vento,Democratic,yes,fuzzy,92,Bruce Vento,bruce vento,Bruce Vento,1992,congressional_elections_1992.csv,
"Braley, Bruce L.",bruce l braley,Bruce L Braley,Democratic,yes,fuzzy,92,Bruce Braley,bruce braley,Bruce Braley,2006,congressional_elections_2006.csv,
"Dorgan, Byron L.",byron l dorgan,Byron L Dorgan,Democratic,yes,fuzzy,92,Byron Dorgan,byron dorgan,Byron Dorgan,1992,congressional_elections_1992.csv,
"Dorgan, Byron L.",byron l dorgan,Byron L Dorgan,Democratic,yes,fuzzy,92,Byron Dorgan,byron dorgan,Byron Dorgan,1992,congressional_elections_1992.csv,
"Miller, Carol D.",carol d miller,Carol D Miller,Republican,yes,fuzzy,92,Carol Miller,carol miller,Carol Miller,1998,congressional_elections_1998.csv,
"Meek, Carrie P.",carrie p meek,Carrie P Meek,Democratic,yes,fuzzy,92,Carrie Meek,carrie meek,Carrie Meek,1992,congressional_elections_1992.csv,
"Bass, Charles F.",charles f bass,Charles F Bass,Republican,yes,fuzzy,92,Charles Bass,charles bass,Charles Bass,2006,congressional_elections_2006.csv,
"Bass, Charles F.",charles f bass,Charles F Bass,Republican,yes,fuzzy,92,Charles Bass,charles bass,Charles Bass,2006,congressional_elections_2006.csv,
"Djou, Charles K.",charles k djou,Charles K Djou,Republican,yes,fuzzy,92,Charles Djou,charles djou,Charles Djou,2010,congressional_elections_2010.csv,
"Robb, Charles S.",charles s robb,Charles S Robb,Democratic,yes,fuzzy,92,Charles Robb,charles robb,Charles Robb,1994,congressional_elections_1994.csv,
"Rose, Charlie",charlie rose,Charlie Rose,Democratic,yes,fuzzy,92,Charles Rose III,charles rose,Charles Rose,1992,congressional_elections_1992.csv,
"Allred, Colin Z.",colin z allred,Colin Z Allred,Democratic,yes,fuzzy,92,Colin Allred,colin allred,Colin Allred,2018,congressional_elections_2018.csv,
"Burns, Conrad R.",conrad r burns,Conrad R Burns,Republican,yes,fuzzy,92,Conrad Burns,conrad burns,Conrad Burns,1994,congressional_elections_1994.csv,
"Booker, Cory A.",cory a booker,Cory A Booker,Democratic,yes,fuzzy,92,Cory Booker,cory booker,Cory Booker,2013,congressional_elections_2013.csv,
"Kildee, Dale E.",dale e kildee,Dale E Kildee,Democratic,yes,fuzzy,92,Dale Kildee,dale kildee,Dale Kildee,1992,congressional_elections_1992.csv,
"Strong, Dale W.",dale w strong,Dale W Strong,Republican,yes,fuzzy,92,Dale Strong,dale strong,Dale Strong,2022,congressional_elections_2022.csv,
"Akaka, Daniel K.",daniel k akaka,Daniel K Akaka,Democratic,yes,fuzzy,92,"Daniel Akaka, Sr.",daniel akaka,Daniel Akaka,1994,congressional_elections_1994.csv,
"Akaka, Daniel K.",daniel k akaka,Daniel K Akaka,Democratic,yes,fuzzy,92,"Daniel Akaka, Sr.",daniel akaka,Daniel Akaka,1994,congressional_elections_1994.csv,
"Davis, Danny K.",danny k davis,Danny K Davis,Democratic,yes,fuzzy,92,Danny Davis,danny davis,Danny Davis,1996,congressional_elections_1996.csv,
"Phelps, David D.",david d phelps,David D Phelps,Democratic,yes,fuzzy,92,David Phelps,david phelps,David Phelps,1998,congressional_elections_1998.csv,
"Price, David E.",david e price,David E Price,Democratic,yes,fuzzy,92,David Price,david price,David Price,1992,congressional_elections_1992.csv,
"Price, David E.",david e price,David E Price,Democratic,yes,fuzzy,92,David Price,david price,David Price,1992,congressional_elections_1992.csv,
"Skaggs, David E.",david e skaggs,David E Skaggs,Democratic,yes,fuzzy,92,David Skaggs,david skaggs,David Skaggs,1992,congressional_elections_1992.csv,
"Taylor, David J.",david j taylor,David J Taylor,Republican,yes,fuzzy,92,David Taylor,david taylor,David Taylor,2024,congressional_elections_2024.csv,
"Trone, David J.",david j trone,David J Trone,Democratic,yes,fuzzy,92,David Trone,david trone,David Trone,2018,congressional_elections_2018.csv,
"Joyce, David P.",david p joyce,David P Joyce,Republican,yes,fuzzy,92,David Joyce,david joyce,David Joyce,2008,congressional_elections_2008.csv,
"Bowen, David R.",david r bowen,David R Bowen,Democratic,yes,fuzzy,92,"David Bowen, Sr.",david bowen,David Bowen,2012,congressional_elections_2012.csv,
"Jolly, David W.",david w jolly,David W Jolly,Republican,yes,fuzzy,92,David Jolly,david jolly,David Jolly,2014,congressional_elections_2014.csv,
"Barkley, Dean M.",dean m barkley,Dean M Barkley,Independent,yes,fuzzy,92,Dean Barkley,dean barkley,Dean Barkley,1992,congressional_elections_1992.csv,
"Ross, Deborah K.",deborah k ross,Deborah K Ross,Democratic,yes,fuzzy,92,Deborah Ross,deborah ross,Deborah Ross,2016,congressional_elections_2016.csv,
"Ross, Dennis A.",dennis a ross,Dennis A Ross,Republican,yes,fuzzy,92,Dennis Ross,dennis ross,Dennis Ross,2010,congressional_elections_2010.csv,
"Watson, Diane E.",diane e watson,Diane E Watson,Democratic,yes,fuzzy,92,Diane Watson,diane watson,Diane Watson,2001,congressional_elections_2001.csv,
"Payne, Donald M.",donald m payne,Donald M Payne,Democratic,yes,fuzzy,92,Donald Payne,donald payne,Donald Payne,1992,congressional_elections_1992.csv,
"Payne, Donald M.",donald m payne,Donald M Payne,Democratic,yes,fuzzy,92,Donald Payne,donald payne,Donald Payne,1992,congressional_elections_1992.csv,
"Matsui, Doris O.",doris o matsui,Doris O Matsui,Democratic,yes,fuzzy,92,Doris Matsui,doris matsui,Doris Matsui,2005,congressional_elections_2005.csv,
"Rigell, E. Scott",e scott rigell,E Scott Rigell,Republican,yes,fuzzy,92,Scott Rigell,scott rigell,Scott Rigell,2010,congressional_elections_2010.csv,
"Pease, Edward A.",edward a pease,Edward A Pease,Republican,yes,fuzzy,92,Edward Pease,edward pease,Edward Pease,1996,congressional_elections_1996.csv,
"Koch, Edward I.",edward i koch,Edward I Koch,Democratic,yes,fuzzy,92,Edward Koch,edward koch,Edward Koch,2006,congressional_elections_2006.csv,
"Luria, Elaine G.",elaine g luria,Elaine G Luria,Democratic,yes,fuzzy,92,Elaine Luria,elaine luria,Elaine Luria,2018,congressional_elections_2018.csv,
"Engel, Eliot L.",eliot l engel,Eliot L Engel,Democratic,yes,fuzzy,92,Eliot Engel,eliot engel,Eliot Engel,1992,congressional_elections_1992.csv,
"Clayton, Eva M.",eva m clayton,Eva M Clayton,Democratic,yes,fuzzy,92,Eva Clayton,eva clayton,Eva Clayton,1992,congressional_elections_1992.csv,
"Jenkins, Evan H.",evan h jenkins,Evan H Jenkins,Republican,yes,fuzzy,92,Evan Jenkins,evan jenkins,Evan Jenkins,2014,congressional_elections_2014.csv,
"Grucci, Felix J., Jr.",felix j grucci,Felix J Grucci,Republican,yes,fuzzy,92,"Felix Grucci, Jr.",felix grucci,Felix Grucci,2000,congressional_elections_2000.csv,
"Flake, Floyd H.",floyd h flake,Floyd H Flake,Democratic,yes,fuzzy,92,Floyd Flake,floyd flake,Floyd Flake,1992,congressional_elections_1992.csv,
"Guinta, Frank C.",frank c guinta,Frank C Guinta,Republican,yes,fuzzy,92,Frank Guinta,frank guinta,Frank Guinta,2010,congressional_elections_2010.csv,
"Guinta, Frank C.",frank c guinta,Frank C Guinta,Republican,yes,fuzzy,92,Frank Guinta,frank guinta,Frank Guinta,2010,congressional_elections_2010.csv,
"Lucas, Frank D.",frank d lucas,Frank D Lucas,Republican,yes,fuzzy,92,Frank Lucas,frank lucas,Frank Lucas,1992,congressional_elections_1992.csv,
"Mrvan, Frank J.",frank j mrvan,Frank J Mrvan,Democratic,yes,fuzzy,92,Frank Mrvan,frank mrvan,Frank Mrvan,2020,congressional_elections_2020.csv,
"Condit, Gary A.",gary a condit,Gary A Condit,Democratic,yes,fuzzy,92,Gary Condit,gary condit,Gary Condit,1992,congressional_elections_1992.csv,
"Franks, Gary A.",gary a franks,Gary A Franks,Republican,yes,fuzzy,92,Gary Franks,gary franks,Gary Franks,1992,congressional_elections_1992.csv,
"Peters, Gary C.",gary c peters,Gary C Peters,Democratic,yes,fuzzy,92,Gary Peters,gary peters,Gary Peters,2008,congressional_elections_2008.csv,
"Peters, Gary C.",gary c peters,Gary C Peters,Democratic,yes,fuzzy,92,Gary Peters,gary peters,Gary Peters,2008,congressional_elections_2008.csv,
"Miller, Gary G.",gary g miller,Gary G Miller,Republican,yes,fuzzy,92,Gary Miller,gary miller,Gary Miller,1998,congressional_elections_1998.csv,
"Palmer, Gary J.",gary j palmer,Gary J Palmer,Republican,yes,fuzzy,92,Gary Palmer,gary palmer,Gary Palmer,2014,congressional_elections_2014.csv,
"Brown, George E., Jr.",george e brown,George E Brown,Democratic,yes,fuzzy,92,"George Brown, Jr.",george brown,George Brown,1992,congressional_elections_1992.csv,
"Brown, George E., Jr.",george e brown,George E Brown,Democratic,yes,fuzzy,92,"George Brown, Jr.",george brown,George Brown,1992,congressional_elections_1992.csv,
"Gekas, George W.",george w gekas,George W Gekas,Republican,yes,fuzzy,92,George Gekas,george gekas,George Gekas,1992,congressional_elections_1992.csv,
"Studds, Gerry E.",gerry e studds,Gerry E Studds,Democratic,yes,fuzzy,92,Gerry Studds,gerry studds,Gerry Studds,1992,congressional_elections_1992.csv,
"Smith, Gordon H.",gordon h smith,Gordon H Smith,Republican,yes,fuzzy,92,Gordon Smith,gordon smith,Gordon Smith,1996,congressional_elections_1996.csv,
"Ford, Harold E.",harold e ford,Harold E Ford,Democratic,yes,fuzzy,92,"Harold Ford, Sr.",harold ford,Harold Ford,1992,congressional_elections_1992.csv,
"Ford, Harold E., Jr.",harold e ford,Harold E Ford,Democratic,yes,fuzzy,92,"Harold Ford, Sr.",harold ford,Harold Ford,1992,congressional_elections_1992.csv,
"Waxman, Henry A.",henry a waxman,Henry A Waxman,Democratic,yes,fuzzy,92,Henry Waxman,henry waxman,Henry Waxman,1992,congressional_elections_1992.csv,
"Brown, Henry E., Jr.",henry e brown,Henry E Brown,Republican,yes,fuzzy,92,"Henry Brown, Jr.",henry brown,Henry Brown,2000,congressional_elections_2000.csv,
"Solis, Hilda L.",hilda l solis,Hilda L Solis,Democratic,yes,fuzzy,92,Hilda Solis,hilda solis,Hilda Solis,2000,congressional_elections_2000.csv,
"Hill, J. French",j french hill,J French Hill,Republican,yes,fuzzy,92,French Hill,french hill,French Hill,2014,congressional_elections_2014.csv,
"Forbes, J. Randy",j randy forbes,J Randy Forbes,Republican,yes,fuzzy,92,Randy Forbes,randy forbes,Randy Forbes,2001,congressional_elections_2001.csv,
"Brooks, Jack B.",jack b brooks,Jack B Brooks,Democratic,yes,fuzzy,92,Jack Brooks,jack brooks,Jack Brooks,1992,congressional_elections_1992.csv,
"Barcia, James A.",james a barcia,James A Barcia,Democratic,yes,fuzzy,92,James Barcia,james barcia,James Barcia,1992,congressional_elections_1992.csv,
"Hayes, James A.",james a hayes,James A Hayes,Republican,yes,fuzzy,92,James Hayes,james hayes,James Hayes,2024,congressional_elections_2024.csv,
"Leach, James A.",james a leach,James A Leach,Republican,yes,fuzzy,92,James Leach,james leach,James Leach,1992,congressional_elections_1992.csv,
"Moylan, James C.",james c moylan,James C Moylan,Republican,yes,fuzzy,92,James Moylan,james moylan,James Moylan,2022,congressional_elections_2022.csv,
"Wright, James C., Jr.",james c wright,James C Wright,Democratic,yes,fuzzy,92,James Wright,james wright,James Wright,2000,congressional_elections_2000.csv,
"Risch, James E.",james e risch,James E Risch,Republican,yes,fuzzy,92,James Risch,james risch,James Risch,2008,congressional_elections_2008.csv,
"Rogan, James E.",james e rogan,James E Rogan,Republican,yes,fuzzy,92,James Rogan,james rogan,James Rogan,1996,congressional_elections_1996.csv,
"Martin, James G.",james g martin,James G Martin,Republican,yes,fuzzy,92,James Martin,james martin,James Martin,2008,congressional_elections_2008.csv,
"Jones, James R.",james r jones,James R Jones,Democratic,yes,fuzzy,92,James Jones,james jones,James Jones,2016,congressional_elections_2016.csv,
"Walsh, James T.",james t walsh,James T Walsh,Republican,yes,fuzzy,92,James Walsh,james walsh,James Walsh,1992,congressional_elections_1992.csv,
"Golden, Jared F.",jared f golden,Jared F Golden,Democratic,yes,fuzzy,92,Jared Golden,jared golden,Jared Golden,2018,congressional_elections_2018.csv,
"Johnson, Jay W.",jay w johnson,Jay W Johnson,Democratic,yes,fuzzy,92,Jay Johnson,jay johnson,Jay Johnson,1996,congressional_elections_1996.csv,
"Tokuda, Jill N.",jill n tokuda,Jill N Tokuda,Democratic,yes,fuzzy,92,Jill Tokuda,jill tokuda,Jill Tokuda,2022,congressional_elections_2022.csv,
"Boehner, John A.",john a boehner,John A Boehner,Republican,yes,fuzzy,92,John Boehner,john boehner,John Boehner,1992,congressional_elections_1992.csv,
"Yarmuth, John A.",john a yarmuth,John A Yarmuth,Democratic,yes,fuzzy,92,John Yarmuth,john yarmuth,John Yarmuth,2006,congressional_elections_2006.csv,
"Breaux, John B.",john b breaux,John B Breaux,Democratic,yes,fuzzy,92,John Breaux,john breaux,John Breaux,1998,congressional_elections_1998.csv,
"Breaux, John B.",john b breaux,John B Breaux,Democratic,yes,fuzzy,92,John Breaux,john breaux,John Breaux,1998,congressional_elections_1998.csv,
"Larson, John B.",john b larson,John B Larson,Democratic,yes,fuzzy,92,John Larson,john larson,John Larson,1994,congressional_elections_1994.csv,
"Shadegg, John B.",john b shadegg,John B Shadegg,Republican,yes,fuzzy,92,John Shadegg,john shadegg,John Shadegg,1994,congressional_elections_1994.csv,
"Carney, John C., Jr.",john c carney,John C Carney,Democratic,yes,fuzzy,92,"John Carney, Jr.",john carney,John Carney,2010,congressional_elections_2010.csv,
"Dingell, John D.",john d dingell,John D Dingell,Democratic,yes,fuzzy,92,John Dingell,john dingell,John Dingell,1992,congressional_elections_1992.csv,
"Sununu, John E.",john e sununu,John E Sununu,Republican,yes,fuzzy,92,John Sununu,john sununu,John Sununu,1996,congressional_elections_1996.csv,
"Sununu, John E.",john e sununu,John E Sununu,Republican,yes,fuzzy,92,John Sununu,john sununu,John Sununu,1996,congressional_elections_1996.csv,
"Sweeney, John E.",john e sweeney,John E Sweeney,Republican,yes,fuzzy,92,John Sweeney,john sweeney,John Sweeney,1998,congressional_elections_1998.csv,
"Tierney, John F.",john f tierney,John F Tierney,Democratic,yes,fuzzy,92,John Tierney,john tierney,John Tierney,1994,congressional_elections_1994.csv,
"Chafee, John H.",john h chafee,John H Chafee,Republican,yes,fuzzy,92,John Chafee,john chafee,John Chafee,1994,congressional_elections_1994.csv,
